date,article_count,negative_sentiment_news,neutral_sentiment_news,positive_sentiment_news,news_sentiment_score,ticker
2022-01-28,30,0.2685,0.4965966666666667,0.11228333333333333,42.189166666666665,TSLA
2022-01-29,19,0.23540526315789473,0.48907894736842106,0.06343684210526317,41.40157894736842,TSLA
2022-01-30,11,0.18350909090909093,0.5636454545454546,0.0,40.82454545454545,TSLA
2022-01-31,35,0.2552257142857143,0.29741142857142855,0.29161714285714285,51.81957142857143,TSLA
2022-02-01,30,0.25843666666666665,0.40475333333333335,0.16431666666666667,45.294000000000004,TSLA
2022-02-02,28,0.21793214285714285,0.3466821428571429,0.2284,50.52339285714286,TSLA
2022-02-03,18,0.35238888888888886,0.28655555555555556,0.17959444444444445,41.360277777777775,TSLA
2022-02-04,23,0.12017826086956522,0.49500434782608693,0.24342608695652174,56.16239130434783,TSLA
2022-02-05,8,0.0,0.5370375000000001,0.2897375,64.486875,TSLA
2022-02-06,8,0.0691,0.44445,0.2767,60.38,TSLA
2022-02-07,22,0.4161454545454546,0.3700045454545455,0.04998181818181819,31.69181818181818,TSLA
2022-02-08,17,0.1346470588235294,0.3861117647058824,0.2882588235294118,57.68058823529412,TSLA
2022-02-09,23,0.26036086956521737,0.3354913043478261,0.24836086956521738,49.4,TSLA
2022-02-10,21,0.1999142857142857,0.5267285714285714,0.07905714285714287,43.957142857142856,TSLA
2022-02-11,23,0.22245652173913044,0.3748826086956522,0.2449913043478261,51.126739130434785,TSLA
2022-02-12,9,0.0,0.6468666666666666,0.1733,58.665,TSLA
2022-02-13,6,0.41225,0.0,0.3410166666666667,46.43833333333333,TSLA
2022-02-14,31,0.22852903225806454,0.3804483870967742,0.18532903225806455,47.839999999999996,TSLA
2022-02-15,29,0.1433448275862069,0.5552,0.15500344827586207,50.58293103448276,TSLA
2022-02-16,20,0.2113,0.3111,0.28887,53.878499999999995,TSLA
2022-02-17,29,0.23476896551724138,0.3914655172413793,0.20138275862068963,48.330689655172414,TSLA
2022-02-18,24,0.2414375,0.44530833333333336,0.1318,44.518125,TSLA
2022-02-19,10,0.36977000000000004,0.42149000000000003,0.0,31.511499999999998,TSLA
2022-02-20,7,0.2222142857142857,0.49215714285714285,0.0878,43.27928571428571,TSLA
2022-02-21,7,0.3736428571428571,0.33425714285714286,0.13625714285714285,38.130714285714284,TSLA
2022-02-22,21,0.20366666666666666,0.506347619047619,0.06715238095238096,43.174285714285716,TSLA
2022-02-23,28,0.28300714285714285,0.4049535714285714,0.13396071428571427,42.54767857142857,TSLA
2022-02-24,14,0.30088571428571426,0.4467928571428571,0.0,34.95571428571429,TSLA
2022-02-25,20,0.41059,0.19643,0.221675,40.55425,TSLA
2022-02-26,6,0.0,0.74175,0.15683333333333332,57.84166666666667,TSLA
2022-02-27,4,0.0,0.6273,0.23545,61.772499999999994,TSLA
2022-02-28,23,0.23623913043478262,0.3696043478260869,0.16467826086956522,46.421956521739126,TSLA
2022-03-01,22,0.30627727272727273,0.3386727272727273,0.19411363636363638,44.39181818181818,TSLA
2022-03-02,28,0.04883571428571428,0.4548857142857143,0.31006428571428574,63.06142857142857,TSLA
2022-03-03,21,0.25476190476190474,0.40169523809523816,0.15517142857142857,45.02047619047619,TSLA
2022-03-04,25,0.310592,0.344316,0.07062,38.001400000000004,TSLA
2022-03-05,3,0.8165,0.0,0.0,9.175,TSLA
2022-03-06,3,0.32116666666666666,0.18903333333333336,0.20636666666666667,44.26,TSLA
2022-03-07,24,0.26710833333333334,0.30385,0.23615416666666667,48.45229166666667,TSLA
2022-03-08,20,0.279915,0.344105,0.23598499999999997,47.8035,TSLA
2022-03-09,23,0.18820434782608694,0.48997826086956525,0.11173478260869564,46.176521739130436,TSLA
2022-03-10,33,0.2151909090909091,0.3301,0.24634848484848484,51.557878787878785,TSLA
2022-03-11,22,0.24359999999999998,0.35656818181818184,0.21770454545454546,48.70522727272728,TSLA
2022-03-12,5,0.0,0.8871,0.0,50.0,TSLA
2022-03-13,6,0.16136666666666666,0.2581333333333333,0.3801666666666667,60.940000000000005,TSLA
2022-03-14,29,0.33697241379310344,0.40717931034482757,0.0764896551724138,36.97586206896551,TSLA
2022-03-15,22,0.17249090909090908,0.3647318181818182,0.26831363636363637,54.79113636363636,TSLA
2022-03-16,22,0.2938181818181818,0.4312090909090909,0.14645,42.63159090909091,TSLA
2022-03-17,27,0.2333222222222222,0.4065185185185185,0.2316111111111111,49.91444444444444,TSLA
2022-03-18,16,0.4329375,0.336075,0.10678125,33.6921875,TSLA
2022-03-19,5,0.19318,0.46137999999999996,0.1384,47.260999999999996,TSLA
2022-03-20,2,0.0,0.9309000000000001,0.0,50.0,TSLA
2022-03-21,28,0.06587142857142857,0.4608464285714286,0.28616428571428576,61.01464285714285,TSLA
2022-03-22,29,0.16978275862068967,0.34145862068965516,0.2904896551724138,56.03534482758621,TSLA
2022-03-23,24,0.18715416666666665,0.37174166666666664,0.25290833333333335,53.28770833333334,TSLA
2022-03-24,25,0.267408,0.307792,0.22683599999999998,47.971399999999996,TSLA
2022-03-25,20,0.028025,0.507095,0.27254999999999996,62.22625000000001,TSLA
2022-03-26,9,0.0,0.5499222222222222,0.2909111111111111,64.54555555555555,TSLA
2022-03-27,3,0.3117666666666667,0.5673,0.0,34.41166666666666,TSLA
2022-03-28,40,0.1493575,0.3914425,0.251895,55.126875,TSLA
2022-03-29,26,0.10742307692307693,0.4884807692307692,0.25451153846153846,57.35442307692308,TSLA
2022-03-30,31,0.28969032258064514,0.28608387096774196,0.21350645161290324,46.1908064516129,TSLA
2022-03-31,23,0.08444782608695652,0.5198782608695652,0.21465652173913044,56.5104347826087,TSLA
2022-04-01,29,0.13125172413793101,0.33563793103448275,0.3294862068965517,59.91172413793103,TSLA
2022-04-02,10,0.13385,0.44024,0.24958,55.786500000000004,TSLA
2022-04-03,5,0.0,0.72332,0.18924000000000002,59.462,TSLA
2022-04-04,51,0.10756862745098039,0.43275882352941175,0.2975235294117647,59.49774509803921,TSLA
2022-04-05,47,0.15488510638297873,0.43205106382978725,0.19592340425531912,52.051914893617024,TSLA
2022-04-06,49,0.286869387755102,0.45756326530612246,0.10321224489795919,40.817142857142855,TSLA
2022-04-07,31,0.15833870967741936,0.5747096774193549,0.10835161290322581,47.50064516129032,TSLA
2022-04-08,33,0.2922,0.3035030303030303,0.20646060606060607,45.71303030303031,TSLA
2022-04-09,6,0.16116666666666665,0.28350000000000003,0.35581666666666667,59.7325,TSLA
2022-04-10,8,0.0,0.5314375,0.3399625,66.998125,TSLA
2022-04-11,33,0.27994242424242427,0.3575757575757576,0.2147,46.73787878787879,TSLA
2022-04-12,34,0.22640882352941175,0.4125382352941176,0.1585235294117647,46.60573529411764,TSLA
2022-04-13,33,0.2434818181818182,0.4785151515151515,0.13533636363636364,44.592727272727274,TSLA
2022-04-14,37,0.22773243243243244,0.5195351351351352,0.12193243243243243,44.71,TSLA
2022-04-15,28,0.17363928571428572,0.5303428571428571,0.113575,46.996785714285714,TSLA
2022-04-16,16,0.1419875,0.57669375,0.10524375,48.1628125,TSLA
2022-04-17,8,0.1746875,0.40761250000000004,0.18186249999999998,50.35874999999999,TSLA
2022-04-18,48,0.31576041666666665,0.3985375,0.14065208333333332,41.24458333333333,TSLA
2022-04-19,38,0.2940263157894737,0.35950789473684214,0.17493947368421053,44.04565789473685,TSLA
2022-04-20,37,0.2655540540540541,0.3378054054054054,0.22618918918918918,48.03175675675676,TSLA
2022-04-21,42,0.2843452380952381,0.3578809523809524,0.18421428571428572,44.993452380952384,TSLA
2022-04-22,38,0.1595921052631579,0.5113263157894736,0.12160526315789474,48.10065789473684,TSLA
2022-04-23,16,0.10385,0.7078625,0.05899375,47.7571875,TSLA
2022-04-24,8,0.0,0.7874,0.0,50.0,TSLA
2022-04-25,38,0.1960105263157895,0.4427526315789474,0.18107105263157894,49.25302631578947,TSLA
2022-04-26,55,0.23274727272727272,0.4621545454545455,0.10006545454545454,43.36590909090909,TSLA
2022-04-27,38,0.30043684210526317,0.39241315789473685,0.11710263157894736,40.83328947368421,TSLA
2022-04-28,38,0.22504736842105263,0.41974736842105265,0.16261052631578946,46.878157894736844,TSLA
2022-04-29,29,0.24812758620689654,0.49311724137931034,0.11067586206896551,43.12741379310345,TSLA
2022-04-30,8,0.1216625,0.535375,0.18925,53.379374999999996,TSLA
2022-05-01,4,0.0,0.6344,0.154375,57.71875,TSLA
2022-05-02,34,0.12719411764705882,0.4971911764705882,0.2138264705882353,54.33161764705883,TSLA
2022-05-03,31,0.2471903225806452,0.2921032258064516,0.2663483870967742,50.957903225806454,TSLA
2022-05-04,27,0.3055407407407407,0.3344888888888889,0.17812962962962964,43.629444444444445,TSLA
2022-05-05,30,0.19832333333333332,0.44258333333333333,0.15053333333333332,47.6105,TSLA
2022-05-06,25,0.33028399999999997,0.42572000000000004,0.06412,36.69179999999999,TSLA
2022-05-07,9,0.1633,0.5684222222222223,0.0,41.835,TSLA
2022-05-08,6,0.15543333333333334,0.3838,0.28805,56.63083333333333,TSLA
2022-05-09,21,0.23705238095238093,0.41747142857142855,0.1205,44.172380952380955,TSLA
2022-05-10,30,0.27621,0.34029333333333334,0.13850333333333334,43.114666666666665,TSLA
2022-05-11,26,0.19738461538461538,0.5142615384615384,0.08975,44.61826923076923,TSLA
2022-05-12,15,0.41146,0.29519333333333336,0.16487333333333334,37.67066666666667,TSLA
2022-05-13,21,0.4574428571428571,0.21622380952380954,0.13432857142857144,33.84428571428572,TSLA
2022-05-14,4,0.147,0.451525,0.2252,53.910000000000004,TSLA
2022-05-15,1,0.0,0.7045,0.0,50.0,TSLA
2022-05-16,19,0.5157263157894737,0.3609105263157895,0.0,24.213684210526313,TSLA
2022-05-17,27,0.29083333333333333,0.3502259259259259,0.19619259259259259,45.26796296296297,TSLA
2022-05-18,23,0.4160260869565217,0.36340434782608694,0.07106521739130435,32.75195652173913,TSLA
2022-05-19,29,0.5003931034482758,0.23012758620689655,0.09968275862068966,29.96448275862069,TSLA
2022-05-20,22,0.35310454545454545,0.3746909090909091,0.09946363636363637,37.31795454545455,TSLA
2022-05-21,3,0.24183333333333334,0.24553333333333335,0.29386666666666666,52.60166666666667,TSLA
2022-05-22,8,0.322525,0.3153,0.1881375,43.280625,TSLA
2022-05-23,26,0.30551153846153845,0.3154269230769231,0.17980384615384615,43.714615384615385,TSLA
2022-05-24,18,0.3341388888888889,0.34382222222222225,0.12451666666666666,39.51888888888889,TSLA
2022-05-25,22,0.5695318181818182,0.19166363636363634,0.10355000000000002,26.700909090909093,TSLA
2022-05-26,21,0.253547619047619,0.3237,0.22001904761904761,48.32357142857143,TSLA
2022-05-27,22,0.2271181818181818,0.4674818181818182,0.14157272727272727,45.72272727272727,TSLA
2022-05-28,5,0.11886000000000001,0.1426,0.49062,68.58800000000001,TSLA
2022-05-29,1,0.0,0.0,0.9275,96.375,TSLA
2022-05-30,3,0.0,0.8567,0.0,50.0,TSLA
2022-05-31,12,0.23626666666666665,0.5241416666666666,0.06965833333333334,41.669583333333335,TSLA
2022-06-01,26,0.27113461538461536,0.4631423076923077,0.06912692307692307,39.89961538461538,TSLA
2022-06-02,23,0.2515826086956522,0.45885217391304345,0.1233695652173913,43.58934782608696,TSLA
2022-06-03,35,0.5244628571428572,0.2573314285714286,0.09806000000000001,28.679857142857145,TSLA
2022-06-04,7,0.6186999999999999,0.13387142857142859,0.1105142857142857,24.59071428571428,TSLA
2022-06-05,5,0.1641,0.49158,0.18553999999999998,51.071999999999996,TSLA
2022-06-06,24,0.3145833333333333,0.4665625,0.03911666666666667,36.22666666666666,TSLA
2022-06-07,16,0.11254375,0.6605125,0.042525,46.4990625,TSLA
2022-06-08,24,0.4842916666666666,0.1696,0.19452083333333334,35.51145833333334,TSLA
2022-06-09,24,0.14923333333333333,0.4149583333333333,0.24134166666666668,54.60541666666666,TSLA
2022-06-10,28,0.338725,0.4916535714285714,0.02784285714285714,34.45589285714286,TSLA
2022-06-11,7,0.2705285714285714,0.6144714285714284,0.0,36.473571428571425,TSLA
2022-06-12,4,0.0,0.688775,0.2265,61.324999999999996,TSLA
2022-06-13,18,0.35401666666666665,0.35437222222222226,0.11952777777777777,38.27555555555555,TSLA
2022-06-14,24,0.19527916666666667,0.39509583333333337,0.22492916666666665,51.482499999999995,TSLA
2022-06-15,26,0.2527038461538461,0.5101076923076924,0.05565769230769231,40.14769230769231,TSLA
2022-06-16,25,0.311064,0.318868,0.159124,42.403,TSLA
2022-06-17,22,0.31982727272727274,0.2752136363636364,0.2346590909090909,45.74159090909091,TSLA
2022-06-18,6,0.0,0.6886166666666668,0.10604999999999999,55.3025,TSLA
2022-06-19,6,0.12171666666666665,0.6861166666666666,0.0,43.91416666666667,TSLA
2022-06-20,7,0.25788571428571433,0.5930857142857143,0.0,37.105714285714285,TSLA
2022-06-21,27,0.2896740740740741,0.3670148148148148,0.1615,43.59129629629629,TSLA
2022-06-22,16,0.31804375,0.3455375,0.15736250000000002,41.9659375,TSLA
2022-06-23,26,0.23351923076923078,0.4236076923076923,0.1343076923076923,45.03942307692308,TSLA
2022-06-24,21,0.345252380952381,0.23904285714285714,0.280152380952381,46.745,TSLA
2022-06-25,4,0.0,0.57545,0.2209,61.045,TSLA
2022-06-26,4,0.0,0.818925,0.0,50.0,TSLA
2022-06-27,20,0.12518500000000002,0.280585,0.356385,61.56,TSLA
2022-06-28,20,0.27510500000000004,0.45725999999999994,0.07001500000000001,39.7455,TSLA
2022-06-29,24,0.492,0.20557499999999998,0.13311666666666666,32.055833333333325,TSLA
2022-06-30,15,0.31902,0.38178666666666666,0.11606,39.852,TSLA
2022-07-01,10,0.17538,0.35507,0.30283,56.3725,TSLA
2022-07-02,10,0.18639,0.4793200000000001,0.15871,48.616,TSLA
2022-07-03,3,0.6307,0.3101333333333333,0.0,18.464999999999996,TSLA
2022-07-04,2,0.0,0.87635,0.0,50.0,TSLA
2022-07-05,23,0.44225217391304344,0.24274347826086956,0.1856782608695652,37.17130434782609,TSLA
2022-07-06,17,0.31469411764705885,0.3922176470588235,0.1456,41.54529411764706,TSLA
2022-07-07,14,0.24265,0.3721357142857143,0.17489285714285716,46.61214285714286,TSLA
2022-07-08,20,0.32765,0.26541000000000003,0.17523,42.379,TSLA
2022-07-09,6,0.31560000000000005,0.5920333333333333,0.0,34.21999999999999,TSLA
2022-07-10,6,0.0,0.83095,0.0,50.0,TSLA
2022-07-11,29,0.3694896551724138,0.3809034482758621,0.1185551724137931,37.45327586206897,TSLA
2022-07-12,22,0.43703636363636367,0.30195,0.1125090909090909,33.77363636363636,TSLA
2022-07-13,19,0.3938578947368421,0.2965736842105263,0.1344315789473684,37.02868421052632,TSLA
2022-07-14,21,0.1779904761904762,0.37743333333333334,0.2049238095238095,51.346666666666664,TSLA
2022-07-15,10,0.0,0.82582,0.0,50.0,TSLA
2022-07-16,7,0.4492,0.35930000000000006,0.0,27.54,TSLA
2022-07-17,7,0.13944285714285715,0.45862857142857144,0.0714,46.597857142857144,TSLA
2022-07-18,23,0.16831304347826087,0.46300869565217395,0.23980869565217391,53.57478260869565,TSLA
2022-07-19,20,0.305945,0.43478000000000006,0.10517499999999999,39.9615,TSLA
2022-07-20,32,0.173128125,0.364578125,0.20406875,51.547031249999996,TSLA
2022-07-21,43,0.3452860465116279,0.16593488372093024,0.344060465116279,49.93872093023256,TSLA
2022-07-22,32,0.158525,0.366240625,0.250175,54.5825,TSLA
2022-07-23,7,0.3524285714285714,0.3099571428571429,0.11827142857142857,38.292142857142856,TSLA
2022-07-24,7,0.25917142857142855,0.47468571428571427,0.11195714285714285,42.63928571428571,TSLA
2022-07-25,17,0.37435294117647056,0.3478823529411765,0.11170588235294118,36.86764705882353,TSLA
2022-07-26,9,0.3806555555555555,0.3039,0.1839777777777778,40.166111111111114,TSLA
2022-07-27,6,0.31061666666666665,0.24391666666666667,0.26026666666666665,47.4825,TSLA
2022-07-28,10,0.0,0.60572,0.24257,62.128499999999995,TSLA
2022-07-29,17,0.2036235294117647,0.3668529411764706,0.2416058823529412,51.89911764705882,TSLA
2022-07-30,6,0.10133333333333333,0.6101166666666666,0.0,44.93333333333334,TSLA
2022-07-31,2,0.0,0.90525,0.0,50.0,TSLA
2022-08-01,11,0.15358181818181818,0.5053090909090909,0.13914545454545454,49.278181818181814,TSLA
2022-08-02,15,0.18176,0.4278733333333333,0.24640666666666666,53.23233333333334,TSLA
2022-08-03,9,0.2952555555555556,0.4151222222222222,0.10267777777777778,40.37111111111111,TSLA
2022-08-04,14,0.21733571428571427,0.4254071428571429,0.16087142857142855,47.176785714285714,TSLA
2022-08-05,24,0.39235833333333336,0.3017625,0.1531125,38.03770833333333,TSLA
2022-08-06,7,0.24788571428571426,0.3930428571428571,0.192,47.205714285714286,TSLA
2022-08-07,3,0.31843333333333335,0.6130666666666666,0.0,34.07833333333333,TSLA
2022-08-08,22,0.16708636363636364,0.4354590909090909,0.2621454545454545,54.75295454545454,TSLA
2022-08-09,17,0.36631764705882347,0.26094117647058823,0.19720000000000001,41.54411764705882,TSLA
2022-08-10,25,0.100724,0.456212,0.263456,58.1366,TSLA
2022-08-11,19,0.1931157894736842,0.4930736842105263,0.1881421052631579,49.75131578947368,TSLA
2022-08-12,16,0.1113625,0.56491875,0.12309375,50.5865625,TSLA
2022-08-13,7,0.0,0.5983285714285714,0.19174285714285716,59.58714285714286,TSLA
2022-08-14,3,0.0,0.5654333333333333,0.21736666666666668,60.86833333333333,TSLA
2022-08-15,18,0.18908333333333333,0.2967722222222222,0.24430000000000002,52.76083333333334,TSLA
2022-08-16,19,0.17675263157894736,0.41576315789473683,0.27385263157894735,54.855,TSLA
2022-08-17,12,0.2821916666666667,0.45415,0.15150833333333333,43.46583333333333,TSLA
2022-08-18,15,0.19491333333333336,0.5282066666666666,0.10688666666666666,45.59866666666667,TSLA
2022-08-19,17,0.1346058823529412,0.4380588235294118,0.25493529411764704,56.01647058823529,TSLA
2022-08-20,7,0.2372857142857143,0.33272857142857143,0.1941142857142857,47.84142857142857,TSLA
2022-08-21,6,0.0,0.6120833333333333,0.2691,63.455,TSLA
2022-08-22,18,0.1157611111111111,0.6157722222222222,0.10231666666666667,49.327777777777776,TSLA
2022-08-23,12,0.20789166666666667,0.4433666666666667,0.17169166666666666,48.19,TSLA
2022-08-24,22,0.23309999999999997,0.4637909090909091,0.11324090909090909,44.007045454545455,TSLA
2022-08-25,14,0.10965714285714287,0.37096428571428575,0.3606857142857143,62.551428571428566,TSLA
2022-08-26,13,0.15098461538461538,0.3948692307692308,0.18087692307692307,51.494615384615386,TSLA
2022-08-27,12,0.0,0.6311583333333334,0.15299166666666666,57.64958333333333,TSLA
2022-08-28,3,0.28296666666666664,0.5842333333333333,0.0,35.851666666666674,TSLA
2022-08-29,18,0.4457611111111111,0.19951666666666668,0.16363333333333335,35.89361111111111,TSLA
2022-08-30,20,0.149345,0.53122,0.11306000000000001,48.18575,TSLA
2022-08-31,23,0.23403043478260868,0.5011652173913044,0.06483478260869566,41.540217391304346,TSLA
2022-09-01,5,0.07239999999999999,0.48034,0.12234,52.49700000000001,TSLA
2022-09-02,7,0.13758571428571428,0.46964285714285714,0.22304285714285715,54.27285714285715,TSLA
2022-09-03,5,0.15768,0.66686,0.0,42.116,TSLA
2022-09-04,4,0.0,0.83405,0.0,50.0,TSLA
2022-09-05,6,0.0,0.47251666666666664,0.30993333333333334,65.49666666666667,TSLA
2022-09-06,15,0.10407333333333334,0.40407999999999994,0.2829333333333333,58.943,TSLA
2022-09-07,10,0.23854000000000003,0.43499999999999994,0.08338999999999999,42.2425,TSLA
2022-09-08,17,0.3302647058823529,0.31657058823529416,0.17055294117647057,42.01441176470588,TSLA
2022-09-09,13,0.09736923076923078,0.40669999999999995,0.1949846153846154,54.88076923076923,TSLA
2022-09-10,7,0.0,0.3807285714285714,0.4178428571428571,70.89214285714286,TSLA
2022-09-11,2,0.48185,0.42415,0.0,25.9075,TSLA
2022-09-12,16,0.0529125,0.6243875,0.159225,55.315625000000004,TSLA
2022-09-13,19,0.3288736842105263,0.3332631578947368,0.15988421052631577,41.55052631578947,TSLA
2022-09-14,27,0.28423703703703707,0.4449666666666667,0.08277037037037037,39.92666666666666,TSLA
2022-09-15,28,0.3050428571428571,0.32894999999999996,0.1972857142857143,44.61214285714286,TSLA
2022-09-16,14,0.40975,0.30305714285714286,0.12676428571428572,35.85071428571428,TSLA
2022-09-17,6,0.2695666666666667,0.4150833333333333,0.15581666666666666,44.3125,TSLA
2022-09-18,2,0.0,0.8562,0.0,50.0,TSLA
2022-09-19,20,0.132805,0.40295,0.27113,56.916250000000005,TSLA
2022-09-20,10,0.08298,0.52157,0.15042,53.372,TSLA
2022-09-21,15,0.19414,0.35366666666666663,0.18745333333333333,49.66566666666667,TSLA
2022-09-22,10,0.11152,0.18119000000000002,0.50955,69.9015,TSLA
2022-09-23,20,0.39751,0.269665,0.150645,37.65675,TSLA
2022-09-24,4,0.4427,0.4512,0.0,27.865000000000002,TSLA
2022-09-25,2,0.0,0.8686499999999999,0.0,50.0,TSLA
2022-09-26,14,0.1055,0.5094928571428572,0.1812,53.785000000000004,TSLA
2022-09-27,13,0.30675384615384615,0.46186923076923075,0.06357692307692307,37.841153846153844,TSLA
2022-09-28,11,0.0,0.5457545454545455,0.17524545454545457,58.76227272727272,TSLA
2022-09-29,27,0.3694851851851852,0.4362407407407407,0.06077777777777778,34.56462962962963,TSLA
2022-09-30,13,0.33433846153846153,0.36788461538461537,0.10637692307692306,38.60192307692307,TSLA
2022-10-01,10,0.27831,0.5625,0.0,36.0845,TSLA
2022-10-02,7,0.2308857142857143,0.5119285714285714,0.11055714285714287,43.98357142857143,TSLA
2022-10-03,19,0.4093473684210526,0.23742631578947368,0.15411052631578948,37.238157894736844,TSLA
2022-10-04,40,0.17881750000000002,0.511965,0.1256625,47.34225,TSLA
2022-10-05,26,0.26801923076923073,0.4024153846153846,0.1307076923076923,43.13442307692308,TSLA
2022-10-06,19,0.2958368421052631,0.3339473684210526,0.17367894736842104,43.892105263157895,TSLA
2022-10-07,23,0.18693478260869564,0.49203043478260866,0.10226521739130436,45.76652173913043,TSLA
2022-10-08,6,0.0,0.6917,0.14768333333333333,57.38416666666667,TSLA
2022-10-09,3,0.2574,0.46900000000000003,0.0,37.129999999999995,TSLA
2022-10-10,27,0.48173333333333335,0.20791851851851853,0.15485185185185185,33.65592592592592,TSLA
2022-10-11,12,0.215,0.5733083333333333,0.0794,43.220000000000006,TSLA
2022-10-12,15,0.23117333333333334,0.41100666666666663,0.18680666666666665,47.781666666666666,TSLA
2022-10-13,12,0.06365833333333333,0.6515833333333333,0.10183333333333333,51.908750000000005,TSLA
2022-10-14,16,0.41265,0.3196625,0.06714999999999999,32.725,TSLA
2022-10-15,12,0.126725,0.5085416666666667,0.1206,49.693749999999994,TSLA
2022-10-16,7,0.2482,0.4615571428571429,0.07931428571428571,41.55571428571429,TSLA
2022-10-17,20,0.13957,0.45533999999999997,0.24019,55.031,TSLA
2022-10-18,21,0.2874285714285714,0.2387,0.29925238095238094,50.59119047619048,TSLA
2022-10-19,22,0.4931909090909091,0.18395454545454545,0.18845,34.76295454545455,TSLA
2022-10-20,38,0.4565947368421053,0.20320000000000002,0.18122631578947368,36.23157894736842,TSLA
2022-10-21,25,0.48060400000000003,0.28696,0.079368,29.9382,TSLA
2022-10-22,10,0.06449,0.61179,0.10527,52.039,TSLA
2022-10-23,1,0.0,0.9089,0.0,50.0,TSLA
2022-10-24,27,0.37176296296296296,0.24382962962962965,0.241,43.461851851851854,TSLA
2022-10-25,23,0.3958434782608696,0.31424347826086957,0.15693043478260868,38.05434782608695,TSLA
2022-10-26,18,0.34135000000000004,0.36893333333333334,0.13359444444444446,39.61222222222222,TSLA
2022-10-27,18,0.3710777777777778,0.299,0.20520555555555553,41.70638888888889,TSLA
2022-10-28,18,0.3281111111111111,0.44604444444444447,0.03368333333333333,35.27861111111111,TSLA
2022-10-29,10,0.0,0.6926300000000001,0.05713,52.8565,TSLA
2022-10-30,7,0.26984285714285716,0.49257142857142855,0.11735714285714285,42.37571428571428,TSLA
2022-10-31,23,0.3557521739130435,0.31773478260869564,0.10247391304347826,37.33608695652174,TSLA
2022-11-01,22,0.27493181818181817,0.14064545454545455,0.34833636363636367,53.670227272727274,TSLA
2022-11-02,19,0.28954736842105266,0.3688105263157895,0.16943684210526316,43.994473684210526,TSLA
2022-11-03,12,0.29896666666666666,0.40020000000000006,0.14935833333333334,42.51958333333333,TSLA
2022-11-04,14,0.23398571428571427,0.4650785714285714,0.12739285714285714,44.67035714285714,TSLA
2022-11-05,8,0.24025000000000002,0.4276,0.2021125,48.093125,TSLA
2022-11-06,4,0.207575,0.5697,0.0,39.621249999999996,TSLA
2022-11-07,17,0.2611,0.3618470588235294,0.1664,45.265,TSLA
2022-11-08,16,0.27375625,0.25395625,0.3033,51.4771875,TSLA
2022-11-09,23,0.39480000000000004,0.4369217391304348,0.0157,31.045,TSLA
2022-11-10,27,0.5008370370370371,0.25372962962962964,0.09250370370370371,29.583333333333332,TSLA
2022-11-11,19,0.274678947368421,0.36676315789473685,0.1821,45.37105263157895,TSLA
2022-11-12,12,0.401125,0.31955,0.12126666666666668,36.007083333333334,TSLA
2022-11-13,3,0.6389,0.15256666666666666,0.0,18.055,TSLA
2022-11-14,15,0.22944666666666666,0.45056,0.11735333333333334,44.39533333333333,TSLA
2022-11-15,12,0.4926083333333333,0.27413333333333334,0.04029166666666666,27.384166666666665,TSLA
2022-11-16,15,0.42838666666666664,0.3359333333333333,0.10546000000000001,33.85366666666667,TSLA
2022-11-17,16,0.28944375,0.43660625000000003,0.09793750000000001,40.4246875,TSLA
2022-11-18,15,0.40898666666666667,0.37592,0.0603,32.56566666666667,TSLA
2022-11-19,3,0.47963333333333336,0.31229999999999997,0.0,26.01833333333333,TSLA
2022-11-20,1,0.0,0.8862,0.0,50.0,TSLA
2022-11-21,21,0.3419666666666667,0.4862047619047619,0.01844761904761905,33.82404761904762,TSLA
2022-11-22,11,0.3074,0.5730454545454545,0.0,34.63,TSLA
2022-11-23,31,0.19545483870967742,0.3658709677419355,0.2621548387096774,53.335,TSLA
2022-11-24,2,0.0,0.7746500000000001,0.0,50.0,TSLA
2022-11-25,16,0.31359375,0.3277375,0.2214625,45.3934375,TSLA
2022-11-26,6,0.31456666666666666,0.5831666666666667,0.0,34.27166666666667,TSLA
2022-11-27,1,0.8641,0.0,0.0,6.795000000000001,TSLA
2022-11-28,12,0.19574166666666667,0.5153666666666666,0.06865,43.64541666666666,TSLA
2022-11-29,8,0.44806250000000003,0.3050875,0.0566,30.426875,TSLA
2022-11-30,17,0.505164705882353,0.12077058823529413,0.17201764705882353,33.34264705882353,TSLA
2022-12-01,21,0.09749047619047618,0.4695761904761905,0.213,55.77547619047619,TSLA
2022-12-02,12,0.3374083333333333,0.2003,0.26095,46.177083333333336,TSLA
2022-12-03,6,0.16133333333333333,0.7234333333333334,0.0,41.93333333333334,TSLA
2022-12-04,3,0.3221333333333333,0.29309999999999997,0.24813333333333332,46.3,TSLA
2022-12-05,16,0.41385625000000004,0.3131,0.16566875,37.590625,TSLA
2022-12-06,18,0.4618,0.2708888888888889,0.13150555555555554,33.485277777777775,TSLA
2022-12-07,11,0.4696272727272727,0.1834090909090909,0.12366363636363636,32.70181818181818,TSLA
2022-12-08,13,0.45826923076923076,0.40936153846153844,0.0,27.086538461538463,TSLA
2022-12-09,9,0.4104555555555556,0.2755222222222222,0.13955555555555554,36.455000000000005,TSLA
2022-12-10,10,0.18951,0.6491399999999999,0.0,40.524499999999996,TSLA
2022-12-11,3,0.0,0.4944,0.2501,62.505,TSLA
2022-12-12,13,0.40845384615384617,0.3757923076923077,0.04060769230769231,31.607692307692307,TSLA
